Sr_No,Date,Startup_Name,Industry_Vertical,SubVertical,City_Location,Investors_Name,InvestmentnType,Amount_in_USD,Remarks,Year,Month
2054,15-01-2016,Zoctr,Consumer internet,healthcare aggregator platform,Mumbai,Times Group,Seed Funding,600000,Unknown,2016,JANUARY
2055,15-01-2016,Jobick,Consumer internet,Mobile app based Job Search,Noida,Abhinav Mathur,Seed Funding,600000,Unknown,2016,JANUARY
2056,16-01-2016,Plick,Consumer internet,Instant Content Transfer Mobile App,Mumbai,Sanjay Mehta,Seed Funding,600000,Unknown,2016,JANUARY
2057,18-01-2016,Voice friends,Consumer internet,Dating & Singles Chat Platform,Mumbai,Huzaifa Khorakiwala,Seed Funding,600000,Unknown,2016,JANUARY
2058,18-01-2016,Kartrocket,Consumer internet,SAAS DIY\\xc2\\xa0 ECommerce Platform,Delhi,"Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding, 500 Startups",Private Equity,6000000,Unknown,2016,JANUARY
2059,19-01-2016,Swiggy,Consumer internet,Online/Mobile food ordering platform,Bengaluru,"Harmony Partners, RB Investments & existing investors",Private Equity,35000000,Unknown,2016,JANUARY
2060,19-01-2016,Tinystep,Consumer internet,Parenting Social Network,Bengaluru,Flipkart,Seed Funding,600000,Unknown,2016,JANUARY
2061,19-01-2016,Cashkaro,Consumer internet,Coupon & Cashback platform,Gurugram,Ratan Tata,Private Equity,600000,Unknown,2016,JANUARY
2062,19-01-2016,Gameezop,Consumer internet,Casual Gaming platform,Delhi,Anand Chandrasekaran & Others,Seed Funding,600000,Unknown,2016,JANUARY
2063,19-01-2016,Dailyobjects,E-Commerce,Mobile Accessories etailer,Delhi,"Unilazer Fund, Phanindra Sama, Peyush Bansal",Private Equity,1400000,Unknown,2016,JANUARY
2064,19-01-2016,Indus os,Technology,Local language Mobile OS,Mumbai,"Omidyar Network,",Private Equity,5000000,Unknown,2016,JANUARY
2065,19-01-2016,Collegedunia,Consumer internet,Educational College Search platform,Delhi,Umang Kumar,Seed Funding,445000,Unknown,2016,JANUARY
2066,19-01-2016,Villgro,FinTech,Social Business Incubator & Fund,Chennai,"Lemelson Foundation, Michael and Susan Dell Foundation",Private Equity,3500000,Unknown,2016,JANUARY
2067,20-01-2016,Reddoorz,Consumer internet,Budget Accomodation Aggregator,Delhi,500 Startups,Private Equity,600000,Unknown,2016,JANUARY
2068,20-01-2016,Industrybuying,E-Commerce,B2B Industrial Goods Marketplace,Delhi,Trifecta Capital,Private Equity,1800000,Unknown,2016,JANUARY
2069,20-01-2016,Just buy live,E-Commerce,B2B Marketplace for Distributors,Mumbai,Alpha Capital,Private Equity,20000000,Unknown,2016,JANUARY
2070,20-01-2016,Imbesharam,E-Commerce,Adult Products Etailers,Delhi,Undisclosed US Based Investors,Private Equity,4000000,Unknown,2016,JANUARY
2071,20-01-2016,Moodoo,Consumer internet,Social Meeting organizer App,Mumbai,Safd Business School Seed Fund.,Seed Funding,40000,Unknown,2016,JANUARY
2072,20-01-2016,Saral designs,Healthcare,Women Hygiene Product Manufacturer,Mumbai,"Farooq Adam, Ambi Parameswaran,",Seed Funding,1500000,Unknown,2016,JANUARY
2073,21-01-2016,Firstcry,E-Commerce,Kids Focused eTailer,Pune,Ratan Tata,Private Equity,4000000,Unknown,2016,JANUARY
2074,21-01-2016,Fisdom,Consumer internet,Personal Finance Mobile App,Bengaluru,Rob Chandra,Seed Funding,500000,Unknown,2016,JANUARY
2075,21-01-2016,Easypolicy,Consumer internet,Online insurance policy aggregator,Noida,Unilazer Ventures,Private Equity,2200000,Unknown,2016,JANUARY
2076,21-01-2016,Housing.com,Consumer internet,Online Real Estate Portal,Mumbai,SoftBank Corp,Private Equity,15000000,Unknown,2016,JANUARY
2077,21-01-2016,Creo,Technology,Smartphone OS Developer,Bengaluru,"Sequoia Capital, Beenext Ventures, India Quotient, Anand Chandrasekaran",Private Equity,3000000,Unknown,2016,JANUARY
2078,22-01-2016,Shabdanagari,Consumer internet,Hindi Language Social Networking Portal,Kanpur,Kanpur Angels & Others,Seed Funding,200000,Unknown,2016,JANUARY
2079,22-01-2016,Little,Consumer internet,Deal Discovery App,Bengaluru,GIC,Private Equity,600000,Unknown,2016,JANUARY
2080,22-01-2016,Snapbizz,E-Commerce,Mobile based Retail Market Ecosystem,Bengaluru,"Jungle Ventures, Taurus Value Creation, Konly Venture, Blume Ventures",Private Equity,7200000,Unknown,2016,JANUARY
2081,22-01-2016,Qlivery,Consumer internet,on-demand concierge services,Gurugram,Chandigarh Angels Funding,Seed Funding,600000,Unknown,2016,JANUARY
2082,22-01-2016,Plexusmd,Consumer internet,Social Network for Healthcare Professionals,Ahmedabad,"Arihant Patni, Avnish Mehra, Pranay Adhvaryu, Ravi Sampat",Seed Funding,600000,Unknown,2016,JANUARY
2083,22-01-2016,Silvan,Technology,Home Automation & Security Solutions,Bengaluru,The Chennai Angels,Seed Funding,515000,Unknown,2016,JANUARY
2084,22-01-2016,Eps,Technology,Electronic Payments Solution Company,Mumbai,APIS Partners,Private Equity,35000000,Unknown,2016,JANUARY
2085,22-01-2016,Qubole,Technology,Enterprise Cloud Based Data Processing,Bengaluru,"Institutional Venture Partners, Norwest Venture Partners, Lightspeed Venture Partners, CRV",Private Equity,30000000,Unknown,2016,JANUARY
2086,22-01-2016,Gajty,Healthcare,Salons & Spa Chain,Gurugram,Purvi Ventures,Seed Funding,1500000,Unknown,2016,JANUARY
2087,25-01-2016,Siftr labs,Consumer internet,Photography curation & Aggregator platform,Mumbai,Venture Catalysts,Seed Funding,150000,Unknown,2016,JANUARY
2088,25-01-2016,Power2sme,Consumer internet,SME Online Buying Hub,Gurugram,"Nandan Nilekani, Accel Partners, Kalaari Capital and Inventus Capital",Private Equity,21000000,Unknown,2016,JANUARY
2089,25-01-2016,Skycandle,E-Commerce,Home Product Retailer,Delhi,GPA group,Private Equity,4000000,Unknown,2016,JANUARY
2090,27-01-2016,Teabox.com,E-Commerce,Specialty Tea ETailer,Siliguri,Ratan Tata,Private Equity,4000000,Unknown,2016,JANUARY
2091,27-01-2016,Buildzar,E-Commerce,Construction Material ETailer,Gurugram,Puneet Dalmia,Private Equity,4000000,Unknown,2016,JANUARY
2092,27-01-2016,Applicate,Technology,"Sales, Market, Distribution & Data Analytics Platform",Bengaluru,Undisclosed investors,Seed Funding,1000000,Unknown,2016,JANUARY
2093,27-01-2016,Whatsonrent,E-Commerce,Online Rental Marketplace,Bengaluru,Lalit Mangal & Others,Seed Funding,4000000,Unknown,2016,JANUARY
2094,28-01-2016,Zebi (yet to launch),Technology,Data Intelligence & Analytics,Hyderabad,Un disclosed investors,Seed Funding,1000000,Unknown,2016,JANUARY
2095,28-01-2016,Truce,Fmcg,Vegetables & Fruits Supply Chain,Mumbai,"Anupam Mittal, Amit Gupta, Utsav Somani, Neeraj Goenka, Farooq Adam Mukadam",Seed Funding,370000,Unknown,2016,JANUARY
2096,28-01-2016,Justdoc,Consumer interne,Medical Video Consultation platform,Bengaluru,"TV Mohandas Pai, Mohit Saxena, Raghunandan G, Singapore Angel Network, TracxnLabs",Seed Funding,1800000,Unknown,2016,JANUARY
2097,28-01-2016,Myeglu,Technology,Connected Smart Home Solutions,Bengaluru,Foxconn Technology Group & Others,Seed Funding,1000000,Unknown,2016,JANUARY
2098,29-01-2016,Bitgiving,Consumer internet,Crowd Funding Platform,Delhi,"Harminder Sahni, Krishna Mehra, Sanjay Bakshi",Seed Funding,600000,Unknown,2016,JANUARY
2099,29-01-2016,Qriyo,Consumer internet,Online Fitness & Educational information Aggregator,Jodhpur,Idein Ventures,Seed Funding,160000,Unknown,2016,JANUARY
2100,29-01-2016,N.o.w,Consumer internet,Rental Bike Aggregator App,Noida,Maple Capital Advisors,Seed Funding,600000,Unknown,2016,JANUARY
2101,29-01-2016,Aisle,Consumer internet,Indians focused Matchmaking App,Bengaluru,"TermSheet, ah! Ventures",Seed Funding,185000,Unknown,2016,JANUARY
2102,29-01-2016,Freshmenu,Consumer internet,Fresh Food Delivery platform,Bengaluru,"Zodius Technology Fund, Lightspeed Venture Partners",Private Equity,17000000,Unknown,2016,JANUARY
2103,29-01-2016,Truebil,E-Commerce,Online marketplace for cars,Mumbai,"Kalaari Capital, Inventus Capital, Tekton Ventures, Kae Capital",Private Equity,5150000,Unknown,2016,JANUARY
2104,29-01-2016,Rare media,Technology,Mobile & Cloud based App developer,Delhi,Info Edge (India) Ltd,Private Equity,1100000,Unknown,2016,JANUARY
2105,29-01-2016,Tinmen,Consumer internet,Food Delivery Platform,Hyderabad,Lead Angel Network,Seed Funding,600000,Unknown,2016,JANUARY
2106,29-01-2016,Codinglabs,Technology,Coding Skill Showcase & Resume Builder,Hyderabad,Vineet Nalla,Seed Funding,1000000,Unknown,2016,JANUARY
2107,30-01-2016,Findurclass,Consumer internet,Hobby & Activity Class Aggregator,Mumbai,"Amit Patni, Anirudh Damani, Samir Shah",Seed Funding,600000,Unknown,2016,JANUARY
2108,30-01-2016,Designbids,Consumer internet,Interior Design Marketplace,Delhi,Indian Angel Network,Seed Funding,600000,Unknown,2016,JANUARY
2109,01-12-2015,Collegedekho,Ed-Tech,Unknown,Jaipur,GirnarSoft,Seed Funding,1000000,Unknown,2015,DECEMBER
2110,01-12-2015,Black white orange brands,Brand licensing startup,Unknown,Mumbai,YouWeCan Ventures,Seed Funding,1800000,Unknown,2015,DECEMBER
2111,01-12-2015,Biteclub,Food & beverage,Unknown,Gurugram,growX ventures,Private Equity,1800000,Pre-Series A,2015,DECEMBER
2112,01-12-2015,Patel logistics,Logistics,Unknown,Mumbai,Frontline Strategy,Private Equity,5600000,Unknown,2015,DECEMBER
2113,01-12-2015,Wigzo,SaaS,Unknown,Delhi,"Aarin Capital Partners, TV Mohandas Pai",Seed Funding,500000,Pre-Series A,2015,DECEMBER
2114,01-12-2015,Zapluk,Healthcare,Unknown,Hyderabad,Unknown,Seed Funding,1800000,Unknown,2015,DECEMBER
2115,01-12-2015,Godof hospitals,Healthcare,Unknown,Delhi,Pankaj Gupta,Seed Funding,2000000,Unknown,2015,DECEMBER
2116,02-12-2015,Roomstonite,Real Estate,Unknown,Bengaluru,"Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,\\xc2\\xa0 Ralph Berezan, Vissal Mathew,\\xc2\\xa0 Balamurali Krishna",Seed Funding,1500000,Unknown,2015,DECEMBER
2117,02-12-2015,Kaaryah,Fashion & lifestyle,Unknown,Delhi,"The Saha Fund, TV Mohandas Pai",Private Equity,1800000,Pre-Series A,2015,DECEMBER
2118,03-12-2015,Anakage,Ed-Tech,Unknown,Bengaluru,CIO Angel Network (CAN),Seed Funding,1800000,Unknown,2015,DECEMBER
2119,03-12-2015,Easykhaana,E-Commerce,Unknown,Delhi,Undisclosed investors,Seed Funding,100000,Unknown,2015,DECEMBER
2120,03-12-2015,Shuttl,Logistics,Unknown,Gurugram,"Sequoia Capital, Times Internet Ltd & One more Fund",Private Equity,20000000,Series B,2015,DECEMBER
2121,03-12-2015,Eckovation,Ed-Tech,Unknown,Delhi,Chandigarh Angel Network (CAN),Seed Funding,1800000,Unknown,2015,DECEMBER
2122,03-12-2015,Fitcircle,SaaS,Unknown,Mumbai,Beerud Sheth and Ravi Mantha,Seed Funding,1800000,Pre-Series A,2015,DECEMBER
2123,04-12-2015,Applop,On demand mobile app developer,Unknown,Kolkata,GHV Accelerator,Seed Funding,100000,Unknown,2015,DECEMBER
2124,04-12-2015,Carpm,Automotive & mobility,Unknown,Gurugram,GHV Accelerator,Seed Funding,100000,Unknown,2015,DECEMBER
2125,04-12-2015,Ndtv wedding portal,Marketplace,Unknown,Delhi,CerraCap,Private Equity,20000000,Series A,2015,DECEMBER
2126,04-12-2015,Splitkart,Splitting bills mobile app,Unknown,Delhi,"Rajesh Sawhney, Anupam Mittal, Dinesh Agarwal, Gaurav Gupta,",Seed Funding,1800000,Unknown,2015,DECEMBER
2127,07-12-2015,Zenatix,SaaS,Unknown,Gurugram,Blume Ventures,Private Equity,1800000,Pre-Series A,2015,DECEMBER
2128,07-12-2015,Customfurnish,Artificial Intelligence,Unknown,Hyderabad,Agnus Capital,Private Equity,4500000,Series A,2015,DECEMBER
2129,07-12-2015,Faasos,Food & beverage,Unknown,Pune,"ru-Net, Sequoia Capital, Lightbox Ventures",Private Equity,30000000,Series C,2015,DECEMBER
2130,07-12-2015,Vlurn,Ed-Tech,Unknown,Mumbai,Vidyadhar Sarfare,Seed Funding,1800000,Unknown,2015,DECEMBER
2131,07-12-2015,Leaf wearables,IoT,Unknown,Delhi,"Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani",Seed Funding,250000,Unknown,2015,DECEMBER
2132,07-12-2015,Coolshare,Logistics,Unknown,Mumbai,Gopal Aggarwal,Seed Funding,100000,Unknown,2015,DECEMBER
2133,08-12-2015,Mficient,SaaS,Unknown,Delhi,Undisclosed investors,Seed Funding,1800000,Unknown,2015,DECEMBER
2134,08-12-2015,Heybiz,E-Commerce,Unknown,Delhi,Shopclues,Seed Funding,1800000,Strategic Funding,2015,DECEMBER
2135,08-12-2015,Yumist,Food & beverage,Unknown,Gurugram,"Unilazer Ventures, Orios Venture Partners, Steven Lurie",Private Equity,2000000,Series A,2015,DECEMBER
2136,09-12-2015,Jigsaw academy,Ed-Tech,Unknown,Bengaluru,Manipal Global Education Services,Private Equity,3000000,Series A,2015,DECEMBER
2137,09-12-2015,Joehukum,Chat based personal assistant app,Unknown,Gurugram,"TracxnLabs, Jitendra Gupta, Prashant Tandon",Seed Funding,1800000,Unknown,2015,DECEMBER
2138,09-12-2015,Voxweb,Social / community,Unknown,Mumbai,Undisclosed Investor,Seed Funding,350000,Unknown,2015,DECEMBER
2139,09-12-2015,Aye finance,E-Commerce,Unknown,Delhi,"SAIF Partners, Accion",Private Equity,3000000,Series B,2015,DECEMBER
2140,09-12-2015,Jumbobasket,E-Commerce,Unknown,Ch,Chandigarh Angels Network,Seed Funding,1800000,Unknown,2015,DECEMBER
2141,10-12-2015,Blackbuck,Logistics,Unknown,Bengaluru,"Tiger Global Management, Yuri Milner, Apoletto, Accel Partners, Flipkart",Private Equity,25000000,Series B,2015,DECEMBER
2142,10-12-2015,Homestudio,Artificial Intelligence,Unknown,Bengaluru,Bren Corporation,Private Equity,5000000,Series A,2015,DECEMBER
2143,10-12-2015,Prophesee,SaaS,Unknown,Delhi,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,500000,Unknown,2015,DECEMBER
2144,10-12-2015,I2e1,B2b / professional services,Unknown,Delhi,GrowX Ventures,Seed Funding,500000,Unknown,2015,DECEMBER
2145,10-12-2015,Holisol logistics,Logistics,Unknown,Delhi,CLSA Capital Partners ARIA IV Funds,Private Equity,10000000,Unknown,2015,DECEMBER
2146,10-12-2015,Stay simple resorts,Artificial Intelligence,Unknown,Bengaluru,"Mr. Sudhir & Ms. Shalini Sethi, Mr. Praveen Someshwar",Seed Funding,1800000,Unknown,2015,DECEMBER
2147,10-12-2015,Paynear,Mobile point of sale solutions,Unknown,Hyderabad,Mitesh Majithia,Private Equity,2500000,Pre-Series A,2015,DECEMBER
2148,10-12-2015,Chillr,Pre-owned marketplace,Unknown,Mumbai,"Sequoia Capital, Blume Ventures, Uniqorn Ventures and other",Private Equity,70000000,Series A,2015,DECEMBER
2149,11-12-2015,Eureqa,SaaS,Unknown,Hyderabad,"Sashi Reddi, Gabriel Investments",Seed Funding,600000,Unknown,2015,DECEMBER
2150,11-12-2015,Localcircles,SaaS,Unknown,Noida,Anand Mahindra,Private Equity,1800000,Unknown,2015,DECEMBER
2151,11-12-2015,Getfocus,Artificial Intelligence,Unknown,Mumbai,Undisclosed investors,Seed Funding,1800000,Unknown,2015,DECEMBER
2152,11-12-2015,Urbanclap,SaaS,Unknown,Gurugram,Ratan Tata,Private Equity,1800000,Unknown,2015,DECEMBER
2153,11-12-2015,Onlinerti,B2b / professional services,Unknown,Bengaluru,"LetsVenture, Mohandas Pai",Seed Funding,150000,Unknown,2015,DECEMBER
2154,11-12-2015,Powerstores,E-Commerce,Unknown,Goa,Extreme Venture Partners William Bissell,Seed Funding,1800000,Unknown,2015,DECEMBER
2155,11-12-2015,Weddingz.in,Marketplace,Unknown,Mumbai,"Rajan Anandan, Zoya Akhtar, Reema Kagati, Ruchi Narain, Amrish Kumar, Hrishikesh Parandekar",Seed Funding,1000000,Unknown,2015,DECEMBER
2156,11-12-2015,Intelligent interfaces,SaaS,Unknown,Bengaluru,"Sachin Bansal, Binny Bansal",Seed Funding,1800000,Yet to Launch platform,2015,DECEMBER
2157,14-12-2015,Capricoast,Marketplace,Unknown,Bengaluru,"Accel Partners India, RB Investments",Private Equity,3500000,Series A,2015,DECEMBER
2158,14-12-2015,Jetsetgo,Marketplace,Unknown,Bengaluru,Puneet Dalmia,Private Equity,1800000,Unknown,2015,DECEMBER
2159,14-12-2015,Cabsguru,Logistics,Unknown,Delhi,Prashanth Ranganathan,Seed Funding,200000,Unknown,2015,DECEMBER
2160,14-12-2015,Whoop,SaaS,Unknown,Boston,Infosys,Private Equity,3000000,Series A,2015,DECEMBER
2161,15-12-2015,Bookeventz,SaaS,Unknown,Mumbai,"Mumbai Angels, Singapore Angel Network, Zishaan Hayath",Seed Funding,1800000,Unknown,2015,DECEMBER
2162,15-12-2015,Deal street asia,SaaS,Unknown,Singapore,"Vijay Shekhar Sharma, Singapore Angels Network",Seed Funding,1800000,Unknown,2015,DECEMBER
2163,15-12-2015,Streamoid,SaaS,Unknown,Bengaluru,Undisclosed,Seed Funding,1000000,Unknown,2015,DECEMBER
2164,16-12-2015,Housejoy,Marketplace,Unknown,Bengaluru,"Amazon, Vertex Ventures, Qualcomm, Ru-Net Technology Partners, Matrix Partners",Private Equity,22500000,Series B,2015,DECEMBER
2165,16-12-2015,Bluebirch,Logistics,Unknown,Bengaluru,"Chicago Capital Ventures, Sanjay Mehta, Others",Seed Funding,2000000,Unknown,2015,DECEMBER
2166,16-12-2015,Meradoctor,Healthcare,Unknown,Mumbai,Unilazer,Private Equity,1200000,Pre-Series A,2015,DECEMBER
2167,16-12-2015,Stage 3,SaaS,Unknown,Delhi,"Nisha Sharma, Puneet Dalmia, Balaji Prabhakar",Seed Funding,1800000,Unknown,2015,DECEMBER
2168,17-12-2015,Rivigo,Logistics,Unknown,Gurugram,SAIF Partners and others,Private Equity,30000000,Series B (includes Debt financing),2015,DECEMBER
2169,17-12-2015,Springboard,Ed-Tech,Unknown,Bengaluru,"Allen Blue, John Katzman, Naveen Tewari, Kartik Hosanagar, Kashyap Deorah, 500 Startups, Blue Fog Capital",Seed Funding,1700000,Unknown,2015,DECEMBER
2170,17-12-2015,Eatfresh,E-Commerce,Unknown,Bengaluru,Kalaari Capital,Private Equity,1800000,Unknown,2015,DECEMBER
2171,18-12-2015,Ampere vehicles,IoT,Unknown,Coimbatore,Kris Gopalakrishnan & Others,Seed Funding,1200000,Unknown,2015,DECEMBER
2172,18-12-2015,Focus digit,E-Commerce,Unknown,Delhi,Turning Ideas,Seed Funding,1800000,Unknown,2015,DECEMBER
2173,18-12-2015,The news minute,Artificial Intelligence,Unknown,Bengaluru,Quintillion Media,Seed Funding,1800000,Unknown,2015,DECEMBER
2174,18-12-2015,Cbrex,SaaS,Unknown,Mumbai,"Prahlad Rao, Sundara Rajan, Vikram Chachra",Seed Funding,200000,Unknown,2015,DECEMBER
2175,21-12-2015,Truckmandi,Marketplace,Unknown,Delhi,"Ritesh Dwivedy, Ramakant Sharma, Mount Nathan Advisors",Private Equity,2000000,Pre-Series A,2015,DECEMBER
2176,21-12-2015,Peppertap,Food & beverage,Unknown,Gurugram,Innoven Capital,Private Equity,4000000,part of $40M Series B round,2015,DECEMBER
2177,21-12-2015,Kooh sports,Ed-Tech,Unknown,Mumbai,"TCS, HDFC, Faering Capital, Elevate Sports",Private Equity,2000000,Series A,2015,DECEMBER
2178,22-12-2015,Rentongo,Marketplace,Unknown,Bengaluru,"Anand Chandrasekaran, Rajesh Sawhney, Kalpana Tatavarti, Shivanandan Pare",Seed Funding,1800000,Unknown,2015,DECEMBER
2179,22-12-2015,Industrybuying,E-Commerce,Unknown,Delhi,"Murugappa Group, TVS Group, Vellayan Subbiah, Arathi Krishna, Arun Venkatachalam",Seed Funding,1800000,Unknown,2015,DECEMBER
2180,22-12-2015,Zapr,Reward points mobile app,Unknown,Gurugram,Dinesh Agarwal,Seed Funding,1800000,Unknown,2015,DECEMBER
2181,22-12-2015,Latestone,E-Commerce,Unknown,Hyderabad,Palred Technologies Ltd,Private Equity,3000000,Additional investment from parent company,2015,DECEMBER
2182,22-12-2015,Planetgogo,SaaS,Unknown,Gurugram,HT Digital Media Holdings Ltd,Seed Funding,1800000,Unknown,2015,DECEMBER
2183,22-12-2015,Arya.ai,SaaS,Unknown,Mumbai,"YourNest Angel Fund, Venture Nursery",Private Equity,750000,Series A,2015,DECEMBER
2184,22-12-2015,Doctor insta,Healthcare,Unknown,Gurugram,"Rishi Parti, BrahmaX Ventures",Private Equity,500000,pre-Series A,2015,DECEMBER
2185,22-12-2015,Mobiefit,Mobile fitness app,Unknown,Goa,Medi Assist,Private Equity,1000000,Strategic Investment,2015,DECEMBER
2186,23-12-2015,Lafalafa,"Digital coupons, deal & cashback aggregator app",Unknown,Mumbai,Vectr Ventures,Private Equity,1800000,Unknown,2015,DECEMBER
2187,23-12-2015,Mech mocha,SaaS,Unknown,Bengaluru,"Blume Ventures, Flipkart",Seed Funding,1000000,Unknown,2015,DECEMBER
2188,23-12-2015,Shotang.com,E-Commerce,Unknown,Bengaluru,"Exfinity Venture Partners, Unitus Impact Livelihoods Fund",Private Equity,5000000,Series A,2015,DECEMBER
2189,23-12-2015,Cityfurnish,SaaS,Unknown,Gurugram,Jitendra Gupta,Seed Funding,1800000,Unknown,2015,DECEMBER
2190,24-12-2015,Black white orange,SaaS,Unknown,Mumbai,Collaborative Licensing Ventures LLP,Seed Funding,303000,Unknown,2015,DECEMBER
2191,24-12-2015,Kolabro,SaaS,Unknown,Gurugram,"Umang Kumar, Ruchir Arora & others",Seed Funding,1800000,Unknown,2015,DECEMBER
2192,24-12-2015,Canvera,SaaS,Unknown,Bengaluru,Info Edge (India) Ltd,Private Equity,2200000,Unknown,2015,DECEMBER
2193,28-12-2015,Town essentials,Food & beverage,Unknown,Bengaluru,"Sharad Hegde, Girish Reddy, Siddharth Patil, Shrikant Patil",Seed Funding,1000000,Unknown,2015,DECEMBER
2194,28-12-2015,Bumper,Automotive & mobility,Unknown,Bengaluru,SAIF Partners,Seed Funding,500000,Unknown,2015,DECEMBER
2195,29-12-2015,Hotify,New curation mobile app,Unknown,Bengaluru,Mahavir Pratap Sharma,Seed Funding,150000,Unknown,2015,DECEMBER
2196,29-12-2015,Mobikwik,Mobile wallet,Unknown,Gurugram,"Sequoia Capital, Tree Line Asia, Innoven Capital",Private Equity,6600000,Additional Funding,2015,DECEMBER
2197,30-12-2015,Intelligent interfaces,SaaS,Unknown,Bengaluru,Yuvraj Singh,Seed Funding,1800000,Yet to Launch,2015,DECEMBER
2198,02-11-2015,Twigly,E-Commerce,Unknown,Gurugram,"Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn Labs",Seed Funding,200000,Unknown,2015,NOVEMBER
2199,02-11-2015,Cityflo,Logistics,Unknown,Mumbai,IDG Ventures,Seed Funding,750000,Unknown,2015,NOVEMBER
2200,03-11-2015,Findyahan,SaaS,Unknown,Noida,Times Group Brand Capital,Private Equity,1800000,Bridge funding,2015,NOVEMBER
2201,03-11-2015,Sabse,SaaS,Unknown,Mumbai,Ratan Tata,Private Equity,1800000,Unknown,2015,NOVEMBER
2202,03-11-2015,Pokkt,SaaS,Unknown,Mumbai,"Segnel Venture, Shinji Kimura, Sundar Chanrai, JAFCO Asia, SingTel\\xe2\\x80\\x99s Innov8, Jungle Ventures, K Ganesh",Private Equity,5000000,Series B,2015,NOVEMBER
2203,03-11-2015,Oibanit,E-Commerce,Unknown,Vadodara,"Varun Ahuja, Anubhav Verma",Seed Funding,150000,Unknown,2015,NOVEMBER
2204,03-11-2015,Stuffed,Food & beverage,Unknown,Mumbai,Riqueza Capital,Seed Funding,385000,Funding happened in Sept 2015,2015,NOVEMBER
2205,03-11-2015,Loanbaba,Marketplace,Unknown,Mumbai,Unknown,Seed Funding,320000,Unknown,2015,NOVEMBER
2206,03-11-2015,Deyor rooms,Real Estate,Unknown,Delhi,Dheeraj Jain & Others,Seed Funding,500000,Unknown,2015,NOVEMBER
2207,03-11-2015,Bidgely,SaaS,Unknown,Usa,"Constellation Technology Ventures (Exelon Corporation), E.ON, RWE, Khosla Ventures",Private Equity,16600000,Series B,2015,NOVEMBER
2208,04-11-2015,Shirsa labs,Ed-Tech,Unknown,Mumbai,ah! Ventures,Seed Funding,250000,Unknown,2015,NOVEMBER
2209,04-11-2015,Paytunes,Voice call incentivization mobile app,Unknown,Delhi,CIO Angel Network,Seed Funding,1800000,Unknown,2015,NOVEMBER
2210,04-11-2015,Yourdost,SaaS,Unknown,Gwalior,"Phanindra Sama, Aprameya Radhakrishna, Aneesh Reddy, Neeraj Jawalkar, Sanjay Anandaram, Pavan Ongole, Venk Krishnan",Seed Funding,400000,Unknown,2015,NOVEMBER
2211,05-11-2015,Bookmybai,SaaS,Unknown,Mumbai,Vineel Nalla & Others,Seed Funding,150000,Unknown,2015,NOVEMBER
2212,05-11-2015,Myindianstay,SaaS,Unknown,Goa,Undisclosed investors,Seed Funding,200000,Unknown,2015,NOVEMBER
2213,05-11-2015,Bobble,Selfie mobile app,Unknown,Delhi,SAIF Partners & others,Private Equity,1800000,Series A,2015,NOVEMBER
2214,06-11-2015,Repup,SaaS,Unknown,Gurugram,Indian Angel Network,Seed Funding,1800000,Unknown,2015,NOVEMBER
2215,06-11-2015,Satvacart,E-Commerce,Unknown,Gurugram,Undisclosed HNIs,Private Equity,1800000,Pre-Series A Bridge,2015,NOVEMBER
2216,06-11-2015,Popxo.com,SaaS,Unknown,Delhi,"IDG Ventures India, Kalaari Capital, 500 Startups",Private Equity,2000000,Series A,2015,NOVEMBER
2217,06-11-2015,Spareshub,Automotive & mobility,Unknown,Pune,"Hyderabad Angels, M&S Partners",Seed Funding,460000,Pre-Series A,2015,NOVEMBER
2218,06-11-2015,Explara,SaaS,Unknown,Pune,"Hyderabad Angels, Singapore Angel Network, Ness Wadia",Private Equity,490000,Pre-Series A,2015,NOVEMBER
2219,06-11-2015,Soothe healthcare,Healthcare,Unknown,Noida,Saina Nehwal,Seed Funding,1800000,2nd seed funding,2015,NOVEMBER
2220,06-11-2015,Yuvi hospitality,Food & beverage,Unknown,Gurugram,Chandralekha Construction Pvt. Ltd.,Private Equity,15000000,Series A,2015,NOVEMBER
2221,09-11-2015,Appvirality,SaaS,Unknown,Hyderabad,"Rajan Anandan, Mike Galgon, Ravi Gururaj, Ashim Mehra,\\xc2\\xa0 Mohit Saxena, Internet Group, TNN Capital and others",Seed Funding,500000,Pre-Series A,2015,NOVEMBER
2222,09-11-2015,Istar skill development,Artificial Intelligence,Unknown,Bengaluru,"Michael & Susan Dell Foundation, Unitus Seed Fund",Private Equity,1500000,Series A,2015,NOVEMBER
2223,09-11-2015,Bigstylist.com,Marketplace,Unknown,Mumbai,Info Edge,Private Equity,1000000,Pre-Series A,2015,NOVEMBER
2224,09-11-2015,Zilingo,Marketplace,Unknown,Bengaluru,"Sequoia India, BEENEXT Ventures, Kunal Shah & Sandeep Tandon",Private Equity,1900000,Series A,2015,NOVEMBER
2225,09-11-2015,Didi,Artificial Intelligence,Unknown,Mumbai,"Jozef Bardik, Leo Wang Sangeeth Ram",Seed Funding,150000,Unknown,2015,NOVEMBER
